env_local_scale,pathway_name,n_metag_only,n_metat_only,n_shared_kos
mineral horizon [ENVO:03600011],ABC transporters [PATH:ko02010],82.81818181818181,9.545454545454545,253.27272727272728
mineral horizon [ENVO:03600011],AGE-RAGE signaling pathway in diabetic complications [PATH:ko04933],1.1818181818181819,8.272727272727273,9.545454545454545
mineral horizon [ENVO:03600011],AMPK signaling pathway [PATH:ko04152],2.3636363636363638,13.272727272727273,22.09090909090909
mineral horizon [ENVO:03600011],ATP-dependent chromatin remodeling [PATH:ko03082],6.818181818181818,11.545454545454545,17.363636363636363
mineral horizon [ENVO:03600011],Acarbose and validamycin biosynthesis [PATH:ko00525],5.545454545454546,0.45454545454545453,5.363636363636363
mineral horizon [ENVO:03600011],Acute myeloid leukemia [PATH:ko05221],0,4.909090909090909,3.5454545454545454
mineral horizon [ENVO:03600011],Adherens junction [PATH:ko04520],1.0909090909090908,16.90909090909091,5.818181818181818
mineral horizon [ENVO:03600011],Adipocytokine signaling pathway [PATH:ko04920],0.45454545454545453,5.636363636363637,5.545454545454546
mineral horizon [ENVO:03600011],Adrenergic signaling in cardiomyocytes [PATH:ko04261],0.5454545454545454,15.545454545454545,10
mineral horizon [ENVO:03600011],Aflatoxin biosynthesis [PATH:ko00254],1.1818181818181819,0.9090909090909091,1.0909090909090908
mineral horizon [ENVO:03600011],African trypanosomiasis [PATH:ko05143],0.09090909090909091,2.272727272727273,4.363636363636363
mineral horizon [ENVO:03600011],"Alanine, aspartate and glutamate metabolism [PATH:ko00250]",4.909090909090909,2,46.81818181818182
mineral horizon [ENVO:03600011],Alcoholic liver disease [PATH:ko04936],0.6363636363636364,10,13.454545454545455
mineral horizon [ENVO:03600011],Alcoholism [PATH:ko05034],2.4545454545454546,7.818181818181818,16
mineral horizon [ENVO:03600011],Aldosterone synthesis and secretion [PATH:ko04925],0.36363636363636365,10.636363636363637,5.090909090909091
mineral horizon [ENVO:03600011],Aldosterone-regulated sodium reabsorption [PATH:ko04960],0.2727272727272727,4,3
mineral horizon [ENVO:03600011],Alzheimer disease [PATH:ko05010],8.272727272727273,53.18181818181818,86
mineral horizon [ENVO:03600011],Amino acid metabolism,1.8181818181818181,0.36363636363636365,10.090909090909092
mineral horizon [ENVO:03600011],Amino acid related enzymes [BR:ko01007],6.545454545454546,4.909090909090909,77.27272727272727
mineral horizon [ENVO:03600011],Amino sugar and nucleotide sugar metabolism [PATH:ko00520],11.636363636363637,4.2727272727272725,70.54545454545455
mineral horizon [ENVO:03600011],Aminoacyl-tRNA biosynthesis [PATH:ko00970],2,1.0909090909090908,34.27272727272727
mineral horizon [ENVO:03600011],Aminobenzoate degradation [PATH:ko00627],10.272727272727273,1,49.18181818181818
mineral horizon [ENVO:03600011],Amoebiasis [PATH:ko05146],0.6363636363636364,8.727272727272727,8.454545454545455
mineral horizon [ENVO:03600011],Amphetamine addiction [PATH:ko05031],0.5454545454545454,5.909090909090909,7.363636363636363
mineral horizon [ENVO:03600011],Amyotrophic lateral sclerosis [PATH:ko05014],13.909090909090908,51,98.54545454545455
mineral horizon [ENVO:03600011],Anthocyanin biosynthesis [PATH:ko00942],0,0.18181818181818182,0
mineral horizon [ENVO:03600011],Antifolate resistance [PATH:ko01523],0.18181818181818182,2.727272727272727,6.090909090909091
mineral horizon [ENVO:03600011],Antigen processing and presentation [PATH:ko04612],0.2727272727272727,7.636363636363637,6.636363636363637
mineral horizon [ENVO:03600011],Antimicrobial resistance genes [BR:ko01504],38.18181818181818,2.1818181818181817,57.81818181818182
mineral horizon [ENVO:03600011],Apelin signaling pathway [PATH:ko04371],0.8181818181818182,12.545454545454545,11.090909090909092
mineral horizon [ENVO:03600011],Apoptosis - fly [PATH:ko04214],1.2727272727272727,8.545454545454545,10.181818181818182
mineral horizon [ENVO:03600011],Apoptosis - multiple species [PATH:ko04215],0.8181818181818182,1.5454545454545454,1.5454545454545454
mineral horizon [ENVO:03600011],Apoptosis [PATH:ko04210],1.4545454545454546,15.636363636363637,10.818181818181818
mineral horizon [ENVO:03600011],Arabinogalactan biosynthesis - Mycobacterium [PATH:ko00572],4,0,8
mineral horizon [ENVO:03600011],Arachidonic acid metabolism [PATH:ko00590],3.4545454545454546,5.909090909090909,9
mineral horizon [ENVO:03600011],Arginine and proline metabolism [PATH:ko00330],7.818181818181818,5.454545454545454,61.09090909090909
mineral horizon [ENVO:03600011],Arginine biosynthesis [PATH:ko00220],6.363636363636363,2.8181818181818183,44.63636363636363
mineral horizon [ENVO:03600011],Arrhythmogenic right ventricular cardiomyopathy [PATH:ko05412],0.09090909090909091,7.454545454545454,1.0909090909090908
mineral horizon [ENVO:03600011],Ascorbate and aldarate metabolism [PATH:ko00053],5.2727272727272725,2.8181818181818183,32.90909090909091
mineral horizon [ENVO:03600011],Atrazine degradation [PATH:ko00791],0.36363636363636365,0.8181818181818182,9.636363636363637
mineral horizon [ENVO:03600011],Autophagy - animal [PATH:ko04140],6.090909090909091,23.454545454545453,34.81818181818182
mineral horizon [ENVO:03600011],Autophagy - other [PATH:ko04136],3.272727272727273,3.4545454545454546,13.181818181818182
mineral horizon [ENVO:03600011],Autophagy - yeast [PATH:ko04138],7.636363636363637,13.636363636363637,43.27272727272727
mineral horizon [ENVO:03600011],Axon guidance [PATH:ko04360],1.3636363636363635,19.90909090909091,8.909090909090908
mineral horizon [ENVO:03600011],Axon regeneration [PATH:ko04361],1,17.09090909090909,11.181818181818182
mineral horizon [ENVO:03600011],B cell receptor signaling pathway [PATH:ko04662],0,5.7272727272727275,4.636363636363637
mineral horizon [ENVO:03600011],Bacterial chemotaxis [PATH:ko02030],2,0.18181818181818182,20.363636363636363
mineral horizon [ENVO:03600011],Bacterial invasion of epithelial cells [PATH:ko05100],1.1818181818181819,14.090909090909092,11.090909090909092
mineral horizon [ENVO:03600011],Bacterial motility proteins [BR:ko02035],11.727272727272727,1,100.45454545454545
mineral horizon [ENVO:03600011],Bacterial secretion system [PATH:ko03070],9.181818181818182,0.36363636363636365,51.27272727272727
mineral horizon [ENVO:03600011],Bacterial toxins [BR:ko02042],7.090909090909091,0.45454545454545453,6.7272727272727275
mineral horizon [ENVO:03600011],Basal cell carcinoma [PATH:ko05217],1.0909090909090908,4.909090909090909,1.3636363636363635
mineral horizon [ENVO:03600011],Basal transcription factors [PATH:ko03022],5.909090909090909,6.363636363636363,14.909090909090908
mineral horizon [ENVO:03600011],Base excision repair [PATH:ko03410],7.181818181818182,3.727272727272727,29.818181818181817
mineral horizon [ENVO:03600011],Benzoate degradation [PATH:ko00362],15.181818181818182,0.8181818181818182,71.9090909090909
mineral horizon [ENVO:03600011],Betalain biosynthesis [PATH:ko00965],0.36363636363636365,0,2.6363636363636362
mineral horizon [ENVO:03600011],Bile secretion [PATH:ko04976],0.6363636363636364,7,4.818181818181818
mineral horizon [ENVO:03600011],Biofilm formation - Escherichia coli [PATH:ko02026],6.7272727272727275,0.7272727272727273,32.45454545454545
mineral horizon [ENVO:03600011],Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025],13.272727272727273,0.36363636363636365,58.90909090909091
mineral horizon [ENVO:03600011],Biofilm formation - Vibrio cholerae [PATH:ko05111],8.909090909090908,1,44.36363636363637
mineral horizon [ENVO:03600011],"Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]",1.0909090909090908,0.09090909090909091,0.09090909090909091
mineral horizon [ENVO:03600011],Biosynthesis of ansamycins [PATH:ko01051],9.363636363636363,0.7272727272727273,6
mineral horizon [ENVO:03600011],Biosynthesis of enediyne antibiotics [PATH:ko01059],8.363636363636363,0.8181818181818182,19.727272727272727
mineral horizon [ENVO:03600011],Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053],13.454545454545455,0.2727272727272727,11
mineral horizon [ENVO:03600011],Biosynthesis of type II polyketide backbone [PATH:ko01056],1.6363636363636365,0.09090909090909091,3
mineral horizon [ENVO:03600011],Biosynthesis of type II polyketide products [PATH:ko01057],6.363636363636363,1.1818181818181819,7.363636363636363
